State,State Code,State Number Code,County,County Code,ibtracs_storm_id,ibtracs_storm_name,ibtracs_storm_season,Project Amount,Federal Share Obligated,Total Obligated
Georgia,GA,13,Jenkins,165.0,7340.0,MATTHEW,2016.0,25973.78,20755.3,20755.3
Georgia,GA,13,Johnson,167.0,6222.0,FRANCES,2004.0,140927.13999999998,105695.36,110241.13
Georgia,GA,13,Jones,169.0,5789.0,EVE,1999.0,11353.95,8515.46,8900.36
Georgia,GA,13,Jones,169.0,6222.0,FRANCES,2004.0,49952.009999999995,37464.02,39157.39
Georgia,GA,13,Lamar,171.0,5789.0,EVE,1999.0,173550.09,130162.56999999999,136001.41
Georgia,GA,13,Lamar,171.0,6222.0,FRANCES,2004.0,80847.54999999999,60635.67,63524.17
Georgia,GA,13,Lanier,173.0,6222.0,FRANCES,2004.0,314574.29000000004,235930.71000000002,245167.69
Georgia,GA,13,Lanier,173.0,6657.0,LIN,2009.0,256821.47999999998,192616.12,192616.12
Georgia,GA,13,Laurens,175.0,6222.0,FRANCES,2004.0,306919.60000000003,230189.72,241150.86000000002
Georgia,GA,13,Lee,177.0,6657.0,LIN,2009.0,258223.89,193667.91999999998,193667.91999999998
Georgia,GA,13,Liberty,179.0,5775.0,FLOYD,1999.0,102096.0,76572.01000000001,80482.92
Georgia,GA,13,Liberty,179.0,7340.0,MATTHEW,2016.0,4742313.859999999,3723106.3499999996,3723106.3499999996
Georgia,GA,13,Long,183.0,6222.0,FRANCES,2004.0,124371.32,93278.48999999999,98643.11
Georgia,GA,13,Long,183.0,7340.0,MATTHEW,2016.0,287295.10000000003,230766.03999999998,230766.03999999998
Georgia,GA,13,Lowndes,185.0,6222.0,FRANCES,2004.0,328303.16000000003,246227.38999999996,256629.96999999994
Georgia,GA,13,Lowndes,185.0,6657.0,LIN,2009.0,5375254.4799999995,4031440.95,4031440.95
Georgia,GA,13,Lumpkin,187.0,5789.0,EVE,1999.0,2355578.31,1766683.73,1810425.37
Georgia,GA,13,Lumpkin,187.0,6229.0,IVAN,2004.0,330559.11,250652.94,259777.53
Georgia,GA,13,Macon,193.0,6222.0,FRANCES,2004.0,60026.549999999996,45019.92,47126.810000000005
Georgia,GA,13,Madison,195.0,6229.0,IVAN,2004.0,102308.92,82739.9,86263.2
Georgia,GA,13,McIntosh,191.0,5775.0,FLOYD,1999.0,19045.06,14283.8,15003.7
Georgia,GA,13,McIntosh,191.0,6222.0,FRANCES,2004.0,129635.71999999999,97226.78,101323.58000000002
Georgia,GA,13,McIntosh,191.0,6657.0,LIN,2009.0,247103.55000000002,185327.68000000002,185327.68000000002
Georgia,GA,13,McIntosh,191.0,7340.0,MATTHEW,2016.0,3161002.93,2501035.96,2501035.96
Georgia,GA,13,Miller,201.0,6229.0,IVAN,2004.0,31602.190000000002,28648.190000000002,29892.21
Georgia,GA,13,Miller,201.0,6657.0,LIN,2009.0,558588.53,418941.45999999996,418941.45999999996
Georgia,GA,13,Mitchell,205.0,5789.0,EVE,1999.0,1900042.25,1425031.7,1487093.1900000002
Georgia,GA,13,Mitchell,205.0,6657.0,LIN,2009.0,844130.81,633098.1499999999,633098.1499999999
Georgia,GA,13,Monroe,207.0,5789.0,EVE,1999.0,152100.97999999998,114075.73000000001,119075.33
Georgia,GA,13,Monroe,207.0,6222.0,FRANCES,2004.0,85056.87,63792.65,67464.5
Georgia,GA,13,Monroe,207.0,6657.0,LIN,2009.0,543335.35,407501.51,407501.51
Georgia,GA,13,Montgomery,209.0,6222.0,FRANCES,2004.0,143214.81,107411.11000000002,112273.29000000001
Georgia,GA,13,Montgomery,209.0,6657.0,LIN,2009.0,191226.72000000003,143420.05000000002,143420.05000000002
Georgia,GA,13,Muscogee,215.0,6322.0,KATRINA,2005.0,676911.9199999999,676911.9199999999,694907.4
Georgia,GA,13,Newton,217.0,5789.0,EVE,1999.0,136524.19,102393.16,107021.34
Georgia,GA,13,Newton,217.0,6322.0,KATRINA,2005.0,129818.04000000001,129818.04000000001,134081.46999999997
Georgia,GA,13,Oconee,219.0,5789.0,EVE,1999.0,205376.43000000002,154032.33,160000.09
Georgia,GA,13,Oglethorpe,221.0,5789.0,EVE,1999.0,24849.21,18636.91,19479.3
Georgia,GA,13,Paulding,223.0,5789.0,EVE,1999.0,30535.7,22901.78,23936.94
Georgia,GA,13,Peach,225.0,6222.0,FRANCES,2004.0,175578.06,131683.55,138060.66
Georgia,GA,13,Pickens,227.0,5789.0,EVE,1999.0,80722.75000000001,60542.07,63285.02999999999
Georgia,GA,13,Pickens,227.0,6229.0,IVAN,2004.0,67036.31,54271.71000000001,56564.22
Georgia,GA,13,Pierce,229.0,6222.0,FRANCES,2004.0,383378.62000000005,287533.9700000001,299353.76999999996
Georgia,GA,13,Pierce,229.0,6657.0,LIN,2009.0,473794.4699999999,355345.95999999985,355345.95999999985
Georgia,GA,13,Pierce,229.0,7340.0,MATTHEW,2016.0,156770.09,124949.09999999999,124949.09999999999
Georgia,GA,13,Pike,231.0,5789.0,EVE,1999.0,775877.7,581908.28,601670.4299999999
Georgia,GA,13,Pike,231.0,6222.0,FRANCES,2004.0,11245.08,8433.810000000001,8815.02
Georgia,GA,13,Pike,231.0,6229.0,IVAN,2004.0,17592.0,13194.0,13808.920000000002
Georgia,GA,13,Pulaski,235.0,6222.0,FRANCES,2004.0,119693.45999999999,89770.1,93827.71
Georgia,GA,13,Pulaski,235.0,6657.0,LIN,2009.0,479056.93,359292.64,359292.64
Georgia,GA,13,Putnam,237.0,6222.0,FRANCES,2004.0,78563.94,58922.96000000001,61586.27
Georgia,GA,13,Putnam,237.0,6322.0,KATRINA,2005.0,59562.6,59562.6,61656.24
Georgia,GA,13,Rabun,241.0,5789.0,EVE,1999.0,59712.98999999999,44784.75,46863.27
Georgia,GA,13,Rabun,241.0,6222.0,FRANCES,2004.0,147343.77,110507.85,115415.8
Georgia,GA,13,Rabun,241.0,6229.0,IVAN,2004.0,844127.96,639278.24,662638.1000000001
Georgia,GA,13,Richmond,245.0,6322.0,KATRINA,2005.0,30263.32,30263.32,31327.07
Georgia,GA,13,Rockdale,247.0,5789.0,EVE,1999.0,285042.67,213782.0,221741.53999999998
Georgia,GA,13,Schley,249.0,6222.0,FRANCES,2004.0,28736.0,21552.0,22574.309999999998
Georgia,GA,13,Screven,251.0,7340.0,MATTHEW,2016.0,901150.0700000001,691475.5,691475.5
Georgia,GA,13,Seminole,253.0,6657.0,LIN,2009.0,497607.73,373205.7899999999,373205.7899999999
Georgia,GA,13,Spalding,255.0,5789.0,EVE,1999.0,531281.45,398461.1,412933.92999999993
Georgia,GA,13,Spalding,255.0,6222.0,FRANCES,2004.0,372962.13,279721.60000000003,290649.74000000005
Georgia,GA,13,Spalding,255.0,6322.0,KATRINA,2005.0,50622.5,50622.5,52401.89
Georgia,GA,13,Statewide,0.0,5775.0,FLOYD,1999.0,1393726.6300000004,1073686.96,1114810.78
Georgia,GA,13,Statewide,0.0,5789.0,EVE,1999.0,14302731.62,10746477.710000003,11089861.800000003
Georgia,GA,13,Statewide,0.0,6222.0,FRANCES,2004.0,4661653.0600000005,3496896.9499999993,3640882.6200000006
Georgia,GA,13,Statewide,0.0,6229.0,IVAN,2004.0,4753899.750000002,3609909.309999999,3751315.7700000005
Georgia,GA,13,Statewide,0.0,6322.0,KATRINA,2005.0,944993.5399999999,944993.5399999999,988163.6399999999
Georgia,GA,13,Statewide,0.0,6657.0,LIN,2009.0,258138.62,193603.97,193603.97
Georgia,GA,13,Statewide,0.0,7340.0,MATTHEW,2016.0,23638624.720000003,18224823.630000003,18224823.630000003
Georgia,GA,13,Stephens,257.0,5789.0,EVE,1999.0,54715.33,41036.49999999999,43038.67
Georgia,GA,13,Stephens,257.0,6229.0,IVAN,2004.0,129221.06999999999,101310.15000000001,105712.72000000002
Georgia,GA,13,Stephens,257.0,6322.0,KATRINA,2005.0,8400.0,8400.0,8695.26
Georgia,GA,13,Sumter,261.0,6222.0,FRANCES,2004.0,222918.41999999998,167188.82,174991.89
Georgia,GA,13,Talbot,263.0,6222.0,FRANCES,2004.0,178488.86,133866.69,139128.66
Georgia,GA,13,Taliaferro,265.0,5789.0,EVE,1999.0,11201.51,8401.130000000001,8780.86
Georgia,GA,13,Tattnall,267.0,6222.0,FRANCES,2004.0,211241.16999999998,158430.92,165460.85
Georgia,GA,13,Tattnall,267.0,6657.0,LIN,2009.0,241173.18000000002,180879.88999999998,180879.88999999998
Georgia,GA,13,Tattnall,267.0,7340.0,MATTHEW,2016.0,736343.35,594774.0900000001,594774.0900000001
Georgia,GA,13,Taylor,269.0,6222.0,FRANCES,2004.0,36334.36,27250.769999999997,28482.510000000002
Georgia,GA,13,Telfair,271.0,6222.0,FRANCES,2004.0,89108.77,66831.58,69852.37
Georgia,GA,13,Telfair,271.0,6657.0,LIN,2009.0,399110.96,299333.24,299333.24
Georgia,GA,13,Thomas,275.0,6222.0,FRANCES,2004.0,354264.87,265698.66,275813.43
Georgia,GA,13,Thomas,275.0,6657.0,LIN,2009.0,222380.34000000003,166785.27000000002,166785.27000000002
Georgia,GA,13,Tift,277.0,5789.0,EVE,1999.0,77474.15000000001,58105.61,61638.43000000001
Georgia,GA,13,Tift,277.0,6222.0,FRANCES,2004.0,74091.27,55568.450000000004,58080.130000000005
Georgia,GA,13,Tift,277.0,6657.0,LIN,2009.0,617401.1299999999,463050.86,463050.86
Georgia,GA,13,Toombs,279.0,6222.0,FRANCES,2004.0,199544.38,149658.28,155552.34
Georgia,GA,13,Toombs,279.0,6657.0,LIN,2009.0,277163.35000000003,207872.50999999998,207872.50999999998
Georgia,GA,13,Toombs,279.0,7340.0,MATTHEW,2016.0,7621.36,6478.16,6478.16
Georgia,GA,13,Towns,281.0,6229.0,IVAN,2004.0,154323.69,117550.33,122420.36
Georgia,GA,13,Treutlen,283.0,6222.0,FRANCES,2004.0,14851.15,11138.369999999999,11665.85
Georgia,GA,13,Troup,285.0,6322.0,KATRINA,2005.0,2932.5,2932.5,3035.58
Georgia,GA,13,Turner,287.0,6222.0,FRANCES,2004.0,33113.100000000006,24834.83,26013.92
Georgia,GA,13,Turner,287.0,6657.0,LIN,2009.0,598795.43,449096.61000000004,449096.61000000004
Georgia,GA,13,Twiggs,289.0,6222.0,FRANCES,2004.0,17997.74,13498.310000000001,14156.14
Georgia,GA,13,Union,291.0,5789.0,EVE,1999.0,26320.0,19740.0,20734.9
Georgia,GA,13,Union,291.0,6229.0,IVAN,2004.0,72359.06999999999,57761.05,60303.41999999999
Georgia,GA,13,Upson,293.0,5789.0,EVE,1999.0,10337.83,7753.37,8103.83
Georgia,GA,13,Upson,293.0,6222.0,FRANCES,2004.0,66782.44,50086.84,52458.95
Georgia,GA,13,Upson,293.0,6229.0,IVAN,2004.0,100530.95,78439.73,82259.92
Georgia,GA,13,Upson,293.0,6657.0,LIN,2009.0,115732.48,86799.37,86799.37
Georgia,GA,13,Walker,295.0,5789.0,EVE,1999.0,381944.93999999994,286458.70999999996,297788.68000000005
Georgia,GA,13,Walton,297.0,5789.0,EVE,1999.0,215575.07,161681.31,168714.42000000004
Georgia,GA,13,Ware,299.0,6222.0,FRANCES,2004.0,826122.1,619591.57,640299.5900000001
Georgia,GA,13,Ware,299.0,6657.0,LIN,2009.0,277275.67,207956.75,207956.75
Georgia,GA,13,Ware,299.0,7340.0,MATTHEW,2016.0,175953.48,139027.72999999998,139027.72999999998
Georgia,GA,13,Washington,303.0,6222.0,FRANCES,2004.0,85757.0,64317.75,67224.91
Georgia,GA,13,Wayne,305.0,6222.0,FRANCES,2004.0,332204.98000000004,249153.74999999997,259530.00999999998
Georgia,GA,13,Wayne,305.0,6657.0,LIN,2009.0,533371.54,400028.67000000004,400028.67000000004
Georgia,GA,13,Wayne,305.0,7340.0,MATTHEW,2016.0,728400.66,575668.7300000001,575668.7300000001
Georgia,GA,13,Wheeler,309.0,6222.0,FRANCES,2004.0,74284.45,55713.35,58231.58
Georgia,GA,13,Wheeler,309.0,6657.0,LIN,2009.0,206553.33000000002,154914.99,154914.99
Georgia,GA,13,White,311.0,5789.0,EVE,1999.0,303965.37,227974.03,236433.47
Georgia,GA,13,White,311.0,6229.0,IVAN,2004.0,100074.82,77736.02,81276.91
Georgia,GA,13,Whitfield,313.0,6322.0,KATRINA,2005.0,6671.02,6671.02,6905.51
Georgia,GA,13,Wilcox,315.0,6222.0,FRANCES,2004.0,54620.380000000005,40965.29,42816.920000000006
Georgia,GA,13,Wilcox,315.0,6657.0,LIN,2009.0,69324.68000000001,51993.53,51993.53
Georgia,GA,13,Wilkes,317.0,5789.0,EVE,1999.0,63900.020000000004,47925.020000000004,51002.15
Georgia,GA,13,Wilkes,317.0,6222.0,FRANCES,2004.0,279211.58,209408.71000000002,217482.96
Georgia,GA,13,Wilkes,317.0,6229.0,IVAN,2004.0,37792.51,30181.96,31472.32
Georgia,GA,13,Wilkinson,319.0,6222.0,FRANCES,2004.0,65679.80000000002,49259.85,51504.140000000014
Georgia,GA,13,Worth,321.0,6222.0,FRANCES,2004.0,64817.299999999996,48612.979999999996,50874.15
Georgia,GA,13,Worth,321.0,6657.0,LIN,2009.0,956373.75,717280.3400000001,717280.3400000001
Illinois,IL,17,Champaign,19.0,6322.0,KATRINA,2005.0,5527.61,5527.61,5864.24
Illinois,IL,17,Clinton,27.0,6322.0,KATRINA,2005.0,3900.0,3900.0,4137.51
Illinois,IL,17,Cook,31.0,6322.0,KATRINA,2005.0,1153668.6,1153668.6,1200057.2299999997
Illinois,IL,17,DuPage,43.0,6322.0,KATRINA,2005.0,6537.79,6537.79,6801.26
Illinois,IL,17,Kane,89.0,6322.0,KATRINA,2005.0,40716.51,40716.51,42908.72
Illinois,IL,17,Lake,97.0,6322.0,KATRINA,2005.0,77931.6,77931.6,81072.25
Illinois,IL,17,Macon,115.0,6322.0,KATRINA,2005.0,2667.47,2667.47,2829.92
Illinois,IL,17,Madison,119.0,6322.0,KATRINA,2005.0,119284.0,119284.0,125083.52
Illinois,IL,17,Monroe,133.0,6322.0,KATRINA,2005.0,2146.0,2146.0,2276.69
Illinois,IL,17,Peoria,143.0,6322.0,KATRINA,2005.0,6720.75,6720.75,6991.59
Illinois,IL,17,Sangamon,167.0,6322.0,KATRINA,2005.0,4286.81,4286.81,4503.72
Illinois,IL,17,St. Clair,163.0,6322.0,KATRINA,2005.0,20888.32,20888.32,21876.84
Illinois,IL,17,Statewide,0.0,6322.0,KATRINA,2005.0,3135954.7,3135954.7,3204838.23
Illinois,IL,17,Winnebago,201.0,6322.0,KATRINA,2005.0,37373.880000000005,37373.880000000005,39102.09
Indiana,IN,18,Marion,97.0,6322.0,KATRINA,2005.0,99355.55,99355.55,103359.58000000002
Indiana,IN,18,Statewide,0.0,6322.0,KATRINA,2005.0,1965132.1,1965132.1,2027119.59
Iowa,IA,19,Linn,113.0,6322.0,KATRINA,2005.0,15093.12,15093.12,15856.83
Iowa,IA,19,Polk,153.0,6322.0,KATRINA,2005.0,34283.22,34283.22,36109.78
Iowa,IA,19,Statewide,0.0,6322.0,KATRINA,2005.0,183006.88999999998,183006.88999999998,192080.97999999998
Kansas,KS,20,Anderson,3.0,6657.0,LIN,2009.0,334982.64,251236.96999999997,251236.96999999997
Kansas,KS,20,Barber,7.0,6657.0,LIN,2009.0,63825.04,47868.8,47868.8
Kansas,KS,20,Bourbon,11.0,6657.0,LIN,2009.0,1131522.0999999999,848641.5999999999,848641.5999999999
Kansas,KS,20,Butler,15.0,6657.0,LIN,2009.0,1547119.4000000001,1160339.69,1160339.69
Kansas,KS,20,Chase,17.0,6657.0,LIN,2009.0,114055.04,85541.28,85541.28
Kansas,KS,20,Cherokee,21.0,6657.0,LIN,2009.0,819924.8599999999,613710.6799999999,613710.6799999999
Kansas,KS,20,Coffey,31.0,6657.0,LIN,2009.0,217931.22,163448.44,163448.44
Kansas,KS,20,Cowley,35.0,6657.0,LIN,2009.0,348839.21,261629.45,261629.45
Kansas,KS,20,Crawford,37.0,6657.0,LIN,2009.0,377640.49,283230.39,283230.39
Kansas,KS,20,Elk,49.0,6657.0,LIN,2009.0,105425.91,79069.43,79069.43
Kansas,KS,20,Finney,55.0,6322.0,KATRINA,2005.0,1033.57,1033.57,1096.52
Kansas,KS,20,Greenwood,73.0,6657.0,LIN,2009.0,593626.4900000001,445219.9199999999,445219.9199999999
Kansas,KS,20,Harper,77.0,6657.0,LIN,2009.0,604201.23,453150.94,453150.94
Kansas,KS,20,Harvey,79.0,6657.0,LIN,2009.0,360301.26999999996,270225.98000000004,270225.98000000004
Kansas,KS,20,Johnson,91.0,6322.0,KATRINA,2005.0,2288.1,2288.1,2427.44
Kansas,KS,20,Kingman,95.0,6657.0,LIN,2009.0,483946.78,362960.08,362960.08
Kansas,KS,20,Labette,99.0,6657.0,LIN,2009.0,1374223.38,1030667.58,1030667.58
Kansas,KS,20,Linn,107.0,6657.0,LIN,2009.0,103839.19,77879.4,77879.4
Kansas,KS,20,Lyon,111.0,6657.0,LIN,2009.0,361697.51999999996,271273.17,271273.17
Kansas,KS,20,Marion,115.0,6657.0,LIN,2009.0,199575.63999999998,149681.74999999997,149681.74999999997
Kansas,KS,20,Marshall,117.0,6657.0,LIN,2009.0,253915.96000000002,190436.98000000004,190436.98000000004
Kansas,KS,20,Montgomery,125.0,6657.0,LIN,2009.0,146259.43000000002,109694.6,109694.6
Kansas,KS,20,Morris,127.0,6657.0,LIN,2009.0,333767.23,250325.41,250325.41
Kansas,KS,20,Neosho,133.0,6657.0,LIN,2009.0,104855.30000000002,77586.11999999998,77586.11999999998
Kansas,KS,20,Reno,155.0,6657.0,LIN,2009.0,531947.98,398961.0,398961.0
Kansas,KS,20,Rice,159.0,6657.0,LIN,2009.0,551442.3599999999,413581.79999999993,413581.79999999993
Kansas,KS,20,Saline,169.0,6322.0,KATRINA,2005.0,13111.23,13111.23,13909.7
Kansas,KS,20,Sedgwick,173.0,6322.0,KATRINA,2005.0,61270.39,61270.39,64773.38
Kansas,KS,20,Shawnee,177.0,6322.0,KATRINA,2005.0,41557.45,41557.45,44088.29
Kansas,KS,20,Statewide,0.0,6322.0,KATRINA,2005.0,35728.05,35728.05,36773.21
Kansas,KS,20,Statewide,0.0,6657.0,LIN,2009.0,2290469.6000000006,1803033.060000002,1803033.060000002
Kansas,KS,20,Sumner,191.0,6657.0,LIN,2009.0,813159.6799999999,609869.8400000001,609869.8400000001
Kansas,KS,20,Wabaunsee,197.0,6657.0,LIN,2009.0,755205.6000000001,566404.26,566404.26
Kansas,KS,20,Wilson,205.0,6657.0,LIN,2009.0,345532.18,259149.18,259149.18
Kentucky,KY,21,Ballard,7.0,6602.0,IKE,2008.0,168423.93,126317.95999999999,126317.95999999999
Kentucky,KY,21,Boone,15.0,6602.0,IKE,2008.0,272076.88999999996,204057.66999999998,204057.66999999998
Kentucky,KY,21,Breckinridge,27.0,6602.0,IKE,2008.0,54266.53,40699.9,40699.9
Kentucky,KY,21,Bullitt,29.0,6602.0,IKE,2008.0,287685.8,215764.38,215764.38
Kentucky,KY,21,Caldwell,33.0,6602.0,IKE,2008.0,270270.66,202703.00999999998,202703.00999999998
Kentucky,KY,21,Calloway,35.0,6602.0,IKE,2008.0,133174.21,94028.76999999999,94028.76999999999
Kentucky,KY,21,Campbell,37.0,6602.0,IKE,2008.0,356839.9200000001,267629.97,267629.97
Kentucky,KY,21,Carlisle,39.0,6602.0,IKE,2008.0,181342.28999999998,136006.73,136006.73
Kentucky,KY,21,Carroll,41.0,6602.0,IKE,2008.0,112719.98000000001,84540.0,84540.0
Kentucky,KY,21,Crittenden,55.0,6602.0,IKE,2008.0,89476.90999999999,67107.68000000001,67107.68000000001
Kentucky,KY,21,Daviess,59.0,6602.0,IKE,2008.0,2755614.67,2066711.01,2066711.01
Kentucky,KY,21,Fulton,75.0,6602.0,IKE,2008.0,148839.24,111629.46,111629.46
Kentucky,KY,21,Gallatin,77.0,6602.0,IKE,2008.0,78855.76,56325.01,56325.01
Kentucky,KY,21,Graves,83.0,6602.0,IKE,2008.0,336839.73000000004,250616.89999999997,250616.89999999997
Kentucky,KY,21,Hancock,91.0,6602.0,IKE,2008.0,151207.43999999997,113405.58000000002,113405.58000000002
Kentucky,KY,21,Henderson,101.0,6602.0,IKE,2008.0,595586.5,446689.88,446689.88
Kentucky,KY,21,Hickman,105.0,6602.0,IKE,2008.0,57008.68,36815.88,36815.88
Kentucky,KY,21,Hopkins,107.0,6602.0,IKE,2008.0,751870.79,563903.1,563903.1
Kentucky,KY,21,Jefferson,111.0,6602.0,IKE,2008.0,6662158.209999999,4996618.82,4996618.82
Kentucky,KY,21,Kenton,117.0,6602.0,IKE,2008.0,610823.3099999999,458117.5500000001,458117.5500000001
Kentucky,KY,21,Livingston,139.0,6602.0,IKE,2008.0,52642.759999999995,39482.07,39482.07
Kentucky,KY,21,Lyon,143.0,6602.0,IKE,2008.0,104125.78,78094.33,78094.33
Kentucky,KY,21,Marshall,157.0,6602.0,IKE,2008.0,297970.36,223477.77000000002,223477.77000000002
Kentucky,KY,21,McCracken,145.0,6602.0,IKE,2008.0,866234.34,643566.89,643566.89
Kentucky,KY,21,McLean,149.0,6602.0,IKE,2008.0,37024.380000000005,27768.29,27768.29
Kentucky,KY,21,Meade,163.0,6602.0,IKE,2008.0,105318.53,78988.90000000001,78988.90000000001
Kentucky,KY,21,Muhlenberg,177.0,6602.0,IKE,2008.0,297681.33,223260.99,223260.99
Kentucky,KY,21,Ohio,183.0,6602.0,IKE,2008.0,79581.28000000001,59685.96000000001,59685.96000000001
Kentucky,KY,21,Oldham,185.0,6602.0,IKE,2008.0,595298.72,446474.05,446474.05
Kentucky,KY,21,Shelby,211.0,6602.0,IKE,2008.0,181223.92999999996,135917.95,135917.95
Kentucky,KY,21,Statewide,0.0,6322.0,KATRINA,2005.0,1943004.8399999994,1943004.8399999994,2003088.22
Kentucky,KY,21,Statewide,0.0,6602.0,IKE,2008.0,8178150.15,6313990.119999999,6313990.119999999
Kentucky,KY,21,Trigg,221.0,6602.0,IKE,2008.0,53758.12,40318.59,40318.59
Kentucky,KY,21,Trimble,223.0,6602.0,IKE,2008.0,53825.69,40369.27,40369.27
Kentucky,KY,21,Union,225.0,6602.0,IKE,2008.0,72425.75000000001,54319.33,54319.33
Kentucky,KY,21,Washington,229.0,6602.0,IKE,2008.0,15164.09,11373.07,11373.07
Kentucky,KY,21,Webster,233.0,6602.0,IKE,2008.0,76949.04,57711.78,57711.78
Louisiana,LA,22,Acadia,1.0,6053.0,LILI,2002.0,5380814.54,4035967.5100000002,4163505.2099999967
Louisiana,LA,22,Acadia,1.0,6322.0,KATRINA,2005.0,445751.30000000005,445751.30000000005,459386.3500000001
Louisiana,LA,22,Acadia,1.0,6340.0,RITA,2005.0,3017254.3,3017254.32,3095909.9500000007
Louisiana,LA,22,Acadia,1.0,6600.0,GUSTAV,2008.0,2560295.7399999993,2304266.16,2304266.16
Louisiana,LA,22,Acadia,1.0,6602.0,IKE,2008.0,140785.27000000002,140267.18000000002,140267.18000000002
Louisiana,LA,22,Acadia,1.0,6942.0,ISAAC,2012.0,9302.88,6977.16,6977.16
Louisiana,LA,22,Allen,3.0,6053.0,LILI,2002.0,112205.36000000002,84154.04000000001,88171.00999999998
Louisiana,LA,22,Allen,3.0,6322.0,KATRINA,2005.0,66812.36,66812.36,69160.82
Louisiana,LA,22,Allen,3.0,6340.0,RITA,2005.0,1832855.2399999998,1832855.2499999998,1901122.08
Louisiana,LA,22,Allen,3.0,6600.0,GUSTAV,2008.0,428533.22000000003,377365.11,377365.11
Louisiana,LA,22,Allen,3.0,6602.0,IKE,2008.0,584439.15,538442.09,538442.09
Louisiana,LA,22,Allen,3.0,6942.0,ISAAC,2012.0,10258.52,7693.9,7693.9
Louisiana,LA,22,Ascension,5.0,5918.0,ALLISON,2001.0,970001.26,728985.19,755471.67
Louisiana,LA,22,Ascension,5.0,6053.0,LILI,2002.0,214279.0,160987.90999999997,168357.74999999997
Louisiana,LA,22,Ascension,5.0,6229.0,IVAN,2004.0,44715.92,44715.92,46517.98
Louisiana,LA,22,Ascension,5.0,6322.0,KATRINA,2005.0,2497961.27,2497961.28,2567547.120000001
Louisiana,LA,22,Ascension,5.0,6340.0,RITA,2005.0,153408.41,153408.41,158800.72000000003
Louisiana,LA,22,Ascension,5.0,6600.0,GUSTAV,2008.0,15391307.969999993,14297680.130000008,14297680.130000008
Louisiana,LA,22,Ascension,5.0,6942.0,ISAAC,2012.0,2322335.26,1741751.4700000002,1741751.4700000002
Louisiana,LA,22,Assumption,7.0,5918.0,ALLISON,2001.0,96718.35,72538.76000000001,76119.59
Louisiana,LA,22,Assumption,7.0,6047.0,ISIDORE,2002.0,45785.58,34339.19,36693.26
Louisiana,LA,22,Assumption,7.0,6053.0,LILI,2002.0,72773.70999999999,54580.28,57303.95999999999
Louisiana,LA,22,Assumption,7.0,6229.0,IVAN,2004.0,50516.87,49477.14,52522.43
Louisiana,LA,22,Assumption,7.0,6322.0,KATRINA,2005.0,763624.0200000001,763624.0300000001,785695.2600000001
Louisiana,LA,22,Assumption,7.0,6340.0,RITA,2005.0,54696.58,54696.58,56619.17
Louisiana,LA,22,Assumption,7.0,6600.0,GUSTAV,2008.0,4251706.28,3826535.669999999,3826535.669999999
Louisiana,LA,22,Assumption,7.0,6942.0,ISAAC,2012.0,137052.97999999998,102789.74,102789.74
Louisiana,LA,22,Avoyelles,9.0,6053.0,LILI,2002.0,546411.5600000002,410305.25000000006,426937.7800000001
Louisiana,LA,22,Avoyelles,9.0,6229.0,IVAN,2004.0,5438.16,5438.16,5657.31
Louisiana,LA,22,Avoyelles,9.0,6322.0,KATRINA,2005.0,360931.55000000005,360931.55000000005,372870.3500000001
Louisiana,LA,22,Avoyelles,9.0,6340.0,RITA,2005.0,648511.97,648511.97,667816.7200000001
Louisiana,LA,22,Avoyelles,9.0,6600.0,GUSTAV,2008.0,2495302.4600000014,2245772.3200000008,2245772.3200000008
Louisiana,LA,22,Avoyelles,9.0,6942.0,ISAAC,2012.0,98834.92000000001,74126.2,74126.2
Louisiana,LA,22,Beauregard,11.0,5918.0,ALLISON,2001.0,114725.0,86043.75,91095.96
Louisiana,LA,22,Beauregard,11.0,6053.0,LILI,2002.0,478845.18999999994,359133.9,373613.51
Louisiana,LA,22,Beauregard,11.0,6322.0,KATRINA,2005.0,369612.35000000003,369612.35000000003,379894.62999999995
Louisiana,LA,22,Beauregard,11.0,6340.0,RITA,2005.0,1611622.7600000002,1611622.7900000003,1657415.03
Louisiana,LA,22,Beauregard,11.0,6600.0,GUSTAV,2008.0,127565.20000000001,114808.69999999998,114808.69999999998
Louisiana,LA,22,Beauregard,11.0,6602.0,IKE,2008.0,335904.54,319108.36000000004,319108.36000000004
Louisiana,LA,22,Bienville,13.0,6322.0,KATRINA,2005.0,9342.91,9342.91,9671.32
Louisiana,LA,22,Bienville,13.0,6340.0,RITA,2005.0,2737.0,2737.0,2847.3
Louisiana,LA,22,Bienville,13.0,6600.0,GUSTAV,2008.0,106441.00000000001,95796.9,95796.9
Louisiana,LA,22,Bienville,13.0,6602.0,IKE,2008.0,39525.81,39525.81,39525.81
Louisiana,LA,22,Bossier,15.0,6322.0,KATRINA,2005.0,1776146.2799999998,1776146.2799999998,1824243.0399999998
Louisiana,LA,22,Bossier,15.0,6340.0,RITA,2005.0,73253.09,73253.09,75853.77
Louisiana,LA,22,Bossier,15.0,6600.0,GUSTAV,2008.0,493218.03,443896.21,443896.21
Louisiana,LA,22,Bossier,15.0,6942.0,ISAAC,2012.0,24379.760000000002,18284.82,18284.82
Louisiana,LA,22,Caddo,17.0,6322.0,KATRINA,2005.0,1020447.07,1020447.07,1049851.75
